Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Stillbirth,Germany,,brutal death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19667,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,2026 Gothoom lineup
Stillborn,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11339,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Surma,Czechia,Prague,"progressive metal, symphonic",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28449,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Surturian,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32907,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Surturs Lohe,Germany,Meiningen,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29486,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Swept Into Decay,Slovakia,,deathcore,,,,,https://www.burnfestopenair.sk/program/,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Sycronomica,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6244,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Symphonity,Czechia,Brno,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23195,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Syndemic,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16822,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Syqem,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14157,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Syridas,Czechia,,"death, groove metal",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Szary Wilk,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28839,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Taina,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11182,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Talebringer,Slovakia,,"folk metal, melodic death",,,,,https://www.burnfestopenair.sk/program/,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 Burn Fest lineup
Tankard,Germany,Frankfurt,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4143,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Tann Im Nebel,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9135,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Tantrum,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=21187,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Tanzwut,Germany,Berlin,"folk metal, industrial",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18596,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Teamkiller,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8270,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Teeth Of Lamb,Germany,Nuremberg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28461,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Temple Desecration,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18500,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Temple Of Dread,Germany,Spiekeroog,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29308,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Tenebris,Poland,Łódź,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18909,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Tenside,Germany,,metalcore,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16597,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Tension,Germany,Leipzig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29762,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Terminal,Poland,Zielona Góra,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8531,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Terra Atlantica,Germany,Hamburg,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32601,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Terrible Old Man,Germany,Würzburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20229,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Terrorazor,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23655,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Terrordome,Poland,Kraków,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28835,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Thanateros,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32026,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Thaw,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24930,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
The Abydos Shelter,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17685,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Blackout Argument,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4019,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Bulletmonks,Germany,Erlangen,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6884,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Dead Goats,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20475,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
The Destiny Program,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4768,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Fallen Heroes,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11224,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Fright,Germany,Leipzig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=25062,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Fyredogs,Germany,Cologne,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8369,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The German Panzer,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19434,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Green River Burial,Germany,,metalcore,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16218,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Hirsch Effekt,Germany,Hanover,progressive metalcore,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=25185,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Last Goodbye,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17643,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Last Hangmen,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16162,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Leaves Eyes,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1367,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Moth,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17287,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Mystery,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14326,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Narrator,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32201,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The New Black,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5825,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The New Roses,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20165,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Night Eternal,Germany,Essen,"doom metal, heavy",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=31815,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Oath,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18091,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Ocean,Germany,Berlin,"post-metal, progressive",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3336,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Oklahoma Kid,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20394,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Other,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9343,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Privateer,Germany,Freiburg,"death metal, folk",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=25147,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Prophecy 23,Germany,Heilbronn,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8877,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Ruins of Beverast,Germany,,"black, doom metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8854,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Sea Charmer,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16558,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Spirit,Germany,Saarbrücken,melodic black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=26412,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Very End,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9865,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
The Vision Bleak,Germany,Mellrichstadt,"doom metal, gothic",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2261,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Therapy Failed,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15628,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Third Degree,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5060,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
