Sheet,Key_Type,Key,Reason,Source_URL,Verified_Date
Beacons,name+city,Polish Doomer Music - Łódź Edition - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Gryf Events - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Bonnie Tyler - It's a Heartache / 07.12.2025 Łódź / Poland... - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Polskie Wydawnictwo Muzyczne - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"Black Sugar - Time of the Darkness, Łódź, Poland... - YouTube||Łódź",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,serbskiTV - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Karpiowy Wuja - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Pantera - Yesterday Don't Mean Shit Live at Metal Hammer…||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,I Went To The 'Ugliest' City In Poland 🇵🇱 - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"Anstehende Veranstaltungen in Lowicz, Poland | Bandsintown||Łódź",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Spotkanie z Mikołajem w Porcie Łódź - codziennie do 23 grudnia…||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,This Must Be The Place Live in Łódź Foto Cafe 102 24042012 | Azbest||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Surroundings | THUS IT ENDS||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,2026 Entradas y programa de eventos para Klub Wytwórnia en Łódź...||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Zespół na wesele łódź śpiewa Tomek T. clip 3||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Acoustic Set @The Venue Berlin hosted by Metal Hammer Germany||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berling Berlin - Façade (Official Music Video) - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"Metallica - Berlin, Germany 2026 - Full Live Show - Multicam…||Berlin",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,musikatelier berlin | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin (Official Music Video)||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Judas Priest - Rocka Rolla (club concert in Berlin) 31.05.2022…||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,AnnenMayKantereit & K.I.Z. - Hurra die Welt geht unter - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Peter Komma Der - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Ostgut Ton aus der Halle am Berghain (live) - Halle - ARTE Concert||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,videodrom berlin | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,berlin sound strike | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Rammstein - Mein Teil (Official 4K Video) - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin At Night - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Reaction to Rammstein - Engel Live aus Berlin... - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin lebt||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"The Unforgiven: Berlin, Germany (53026) #metallica…||Berlin",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Pop-Kultur Festival 2019 Berlin (Audiodeskription) - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,LIVE AUS Berlin - Die Heavy Hour bei Star.FM | Dokumentation…||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin ist Kultur - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Rammstein - Deutschland (Official Video) - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,onboard music berlin | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,disput berlin | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,berlintagundnacht | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Nightmarer | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Peer Bands,name+city,Surroundings | THUS IT ENDS||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,PercivalMusicVEVO - YouTube||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,People||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Mariusz Lemański - YouTube||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,52 Rockers - YouTube||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Szymon Urbanowicz - YouTube||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Paderewski International Piano Competition - YouTube||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Koncertywmck||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Spcofjoeomalley||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Bydgoska.Mlodziez||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,bydgoszcz.pl | Bydgoszcz | Facebook||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Metalwpolsce||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,čelit bydgoszcz | Facebook||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,bydgoszcz skupaut | Facebook||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Bydgoszcz||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Bydgoszcz||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Bydgoszcz||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"Bydgoszcz, Poland||Bydgoszcz",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Facebook||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Academy of Music Bydgoszcz Poland by Wolskaola||Bydgoszcz,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Warsaw Poland Bros Band - YouTube||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,WRK | Warsaw | Facebook||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Warsaw National Philharmonic Orchestra||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"Message by Miyasis, released 25 April 2023||Warsaw",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Maken_StrefaDread is on Mixcloud. Listen for free to their radio shows...||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,icareukraine warsaw | Facebook||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Image||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Image||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Warsaw / Poland||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Warsaw / Poland||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"READY FEST 2026 @ WARSAW, 4 September 2026, 12:00 (Friday)||Warsaw",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,"READY FEST 2026 @ WARSAW, 4 September 2026, 12:00 (Friday)||Warsaw",Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Tatttuu||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Ogloszenia.Lodz.Eu||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Polskie Wydawnictwo Muzyczne - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Karpiowy Wuja - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,serbskiTV - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Wojtek Mazolewski - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Gryf Events - YouTube||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Surroundings | THUS IT ENDS||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,INSTAGRAM||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,onboard music berlin | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Nightmarer | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Tango.Berlin||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Peter Komma Der - YouTube||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Biz||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,berlin music commission | Facebook||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,The Redemption | Proms Caught Fire | Core Community||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Photo & Music Workshop Berlin: Create at EMOP||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Photo & Music Workshop Berlin: Create at EMOP||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,PRAGUE to BERLIN train from $16 (€13) with České dráhy||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,@jkonradschmidt||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Vikingur Olafsson||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Lucerne Festival||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,@liandro_siringoringo||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin – the city where anything is possible||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin – the city where anything is possible||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Beacons,name+city,Berlin – the city where anything is possible||Berlin,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Peer Bands,name+city,Warsaw Poland Bros Band - YouTube||Warsaw,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
Peer Bands,name+city,Surroundings | THUS IT ENDS||Łódź,Rollback low-quality CityPass 0004/0005,CityPass 0004/0005 2026-09-23,2026-09-23
