Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Schattenvald,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32991,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Schelmish,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6369,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Schismopathic,Poland,Gliwice/Bedzin,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29119,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Schreigarm,Germany,Neuss,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32562,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Schwarzer Engel,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15833,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Science of Sleep,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17335,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Scornage,Germany,Alsdorf,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14210,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Scorpions,Germany,Hannover,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=563,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Scream Maker,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30561,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Scumtomy,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29934,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sebastien,Czechia,Pardubice,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14390,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Secret of Darkness,Czechia,,"black, death metal",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Sectesy,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18262,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Seeds of Hate,Germany,Nuremberg,"black, death metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=588,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,2026 club listings
Seeking Raven,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14555,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Self-Hatred,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23743,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sepsis,Czechia,Melnik,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7557,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Septagon,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=21497,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
September Murder,Germany,Thale,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6164,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Serpentia,Poland,Cracow,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11850,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Seven,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11106,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Shaark,Czechia,,thrash metal,,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Shadohm,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=31613,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Shadowbane,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19605,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Shakhtyor,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13602,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Shotgun Justice,Germany,Peine,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32897,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sieges Even,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7185,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sieghetnar,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11973,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Signum Regis,Slovakia,Senec,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16426,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Silent Force,Germany,Karlsruhe,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1415,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Silent Leges Inter Arma,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14545,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Silent Stream Of Godless Elegy,Czechia,,"doom, folk metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9914,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Silesia Inferior,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9102,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Silva Nigra,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15426,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sinbreed,Germany,Wiesbaden,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7835,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sincypher,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19771,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Sinful Souls,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10032,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Sinner,Germany,Baden-Württemberg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1050,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sinners Bleed,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3981,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sinners Moon,Slovakia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20448,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sinprophecy,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17695,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sintage,Germany,Leipzig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32657,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sions Funeral,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13626,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Six Reasons To Kill,Germany,Koblenz,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2463,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Skady,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18269,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Skew Siskin,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=842,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Skull & Crossbones,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32608,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Skullwinx,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23933,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Slamister,Germany,Wuerzburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32189,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Slaughterday,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15588,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Slaves of Evil,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19747,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Snake Eyes,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15559,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Sniper,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8127,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sober Truth,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=21266,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sodom,Germany,Gelsenkirchen,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=835,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Soilid,Germany,"Sinsheim, Heidelberg",,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23024,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Solar Fragment,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10676,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Solar Parallax,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9293,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Solemnity,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3510,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Solfernus,Czechia,,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=25336,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Somniate,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28303,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sonic Reign,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4739,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sothoris,Poland,Miloslaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32613,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Sothoth,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6307,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Soulless Carnage,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18152,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Source Of Deep Shadows,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12700,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Spasm,Czechia,,goregrind,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17747,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Sphere,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4761,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Spitefuel,Germany,Heilbronn,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23185,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Spontane,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18716,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Squash Bowels,Poland,Bialystok,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1000,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Srogosc,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19562,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Stagwounder,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29588,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Stahlmann,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10232,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Stahlmantel,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5377,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Stallion,Germany,Hilden,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18658,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Starquake,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20238,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Stass,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=25095,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Steel Maid,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8841,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Steelpreacher,Germany,,heavy metal,,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 club listings
Stellar Master Elite,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=21108,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Stepfather Fred,Germany,Mindelheim,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23728,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
