Sheet,Key_Type,Key,Reason,Source_URL,Verified_Date
Peer Bands,name,Kazy,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/KazyGibsonnCND-558732194542042/,2026-09-23
Peer Bands,name,Keep It True,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://keep-it-true.de/,2026-09-23
Peer Bands,name,Kminek,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/kminekproject,2026-09-23
Peer Bands,name,Knock Out Productions,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://knockoutprod.net/,2026-09-23
Peer Bands,name,Knurowisko,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.art-ck.pl/,2026-09-23
Peer Bands,name,Konserwator Zabytków,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.instagram.com/konserwator_zabytkow/,2026-09-23
Peer Bands,name,Kozub,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/@kozub_music,2026-09-23
Peer Bands,name,KozyNostra Rock Fest — Przegląd,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://kozynostra.pl/,2026-09-23
Peer Bands,name,Kozynostra,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://domkultury.kozy.pl/wydarzenie/festiwale/320/kozynostra-rock-fest-2025.html,2026-09-23
Peer Bands,name,Kulturalnie.wroclaw.pl,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://kulturalnie.wroclaw.pl/,2026-09-23
Peer Bands,name,Laboratorium Muzycznych Fuzji,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://laboratoriummf.com/,2026-09-23
Peer Bands,name,Larte,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=61573822355665,2026-09-23
Peer Bands,name,Legnickie Centrum Kultury — Przegląd Kapel Rockowych,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.lck.art.pl/,2026-09-23
Peer Bands,name,Lenda,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/lendapaulina,2026-09-23
Peer Bands,name,Letnia Scena Stańczyka,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/scenastanczyka,2026-09-23
Peer Bands,name,Locus,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,www.facebook.com/profile.php?id=61556302380087,2026-09-23
Peer Bands,name,Luna Park,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=61564955276026,2026-09-23
Peer Bands,name,Luzik Pub Fest,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=100057073285804,2026-09-23
Peer Bands,name,Mammut Festival - die Matrix,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://mammut-festival.de/,2026-09-23
Peer Bands,name,Markowe Bity,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/markowebity/,2026-09-23
Peer Bands,name,Materiafest,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://materiafest.com/konkurs/,2026-09-23
Peer Bands,name,Metal Arena Radio,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.metalarena.fr/submit-music,2026-09-23
Peer Bands,name,Metal Devastation Radio / The Zach Moonshine Show,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://metaldevastationradio.com/,2026-09-23
Peer Bands,name,Metal Diver Festival,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.metaldiver-festival.de/,2026-09-23
Peer Bands,name,Metal Gentleman Promotion,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://metalgentleman.com/,2026-09-23
Peer Bands,name,Metal Temple Magazine,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://metal-temple.com/,2026-09-23
Peer Bands,name,Metal na żywo — koncerty w Polsce,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/groups/metalwpolsce/,2026-09-23
Peer Bands,name,MetalMusic.pl,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://metalmusic.pl/,2026-09-23
Peer Bands,name,MetalNews.pl,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.metalnews.pl/,2026-09-23
Peer Bands,name,MetalSide.pl,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://metalside.pl/,2026-09-23
Peer Bands,name,Metalowa Archeologia Muzyczna / Radio Praga,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/MetalowaArcheologiaMuzyczna,2026-09-23
Peer Bands,name,Metalowe Zwierzaki,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/metalowezwierzaki/,2026-09-23
Peer Bands,name,Michał 58,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/@Michal_58,2026-09-23
Peer Bands,name,Mikos,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.youtube.com/@Mikos-/featured,2026-09-23
Peer Bands,name,Miodek,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/profile.php?id=615590297951188,2026-09-23
Peer Bands,name,Motka,Full row-by-row audit: not sufficiently verified as a currently active PL/DE/CZ/SK band or another entity type.,https://www.facebook.com/motkafesler,2026-09-23
