Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Empatic,Poland,Ostroleka,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12492,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Eskimo Callboy,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13923,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Essenz,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13518,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Et Moriemur,Czechia,,doom metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11661,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eteritus,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23239,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Eternal Bleeding,Slovakia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14627,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eternal Deformity,Poland,Zory,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5817,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Eternal Reign,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5582,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eternal Tear,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=328,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Eternal Wisdom,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15358,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eternity's End,Germany,Bad Neustadt,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=22745,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eufory,Slovakia,Martin,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30930,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Evarest,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6446,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
EverEve,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=599,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Evertale,Germany,Willstätt,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17506,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Evidence One,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=945,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Evil Warriors,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9177,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Evilfeast,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11737,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Ewigheim,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11749,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Excrementory Grindfuckers,Germany,,grindcore,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5611,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Exist,Poland,Toruń / Bydgoszcz,thrash metal,,,,,https://www.metal-archives.com/bands/Exist/3540424053,Active — Metal Archives record checked 2026-09-23,2026-09-23,Active,High,,,,Current record/addition verified in 2026.
Exlibris,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17025,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Exorcizphobia,Czechia,Trutnov,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=31354,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Exumer,Germany,Frankfurt,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11783,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Exxperior,Germany,Leipzig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29436,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eye Beyond Sight,Slovakia,Bratislava,"modern, progressive metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12854,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Eyes of Eden,Germany,Dortmund,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5837,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Face Down Hero,Germany,Marburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11970,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Facehugger,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8597,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Fagus,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30801,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Fairytale,Germany,Recklinghausen,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30832,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Falkenbach,Germany,Dusseldorf,viking metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6134,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Faust Again,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5590,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Final Cry,Germany,Weserbergland,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30022,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Final Depravity,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13816,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Final Error,Germany,Lippstadt,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32559,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Final Fortune,Germany,,heavy metal,,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 club listings
Final Prayer,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3550,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Finsterforst,Germany,,"folk, viking metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7860,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
