Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Atrophia Red Sun,Poland,Cracow,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3175,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Avenger,Czechia,,"death metal, thrash",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8100,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Azarath,Poland,Tczew,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3845,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Azel's Mountain,Poland,,,,https://www.facebook.com/Azels-Mountain-252026401640603/,,,https://www.facebook.com/Azels-Mountain-252026401640603/,2026 activity verified,2026-09-23,Active,High,,,,
Backbone,Poland,Warsaw,"doom, post-metal",,,,,https://www.metal-archives.com/bands/Backbone/3540396437,Active — Metal Archives record checked 2026-09-23,2026-09-23,Active,High,,,,Current record/addition verified in 2026.
Balgeroth,Germany,,death metal,,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 club listings
Banisher,Poland,,death metal,sonicmadnessproductions@gmail.com,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15770,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,Booking,https://banisher.pl/,,Current public contact verified.
Batushka,Poland,,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23973,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Beehover,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17226,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Begging For Incest,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13205,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Beheading Machine,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16506,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Behemoth,Poland,Gdańsk,"black, death metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=144,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Beissert,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9434,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Belhaven,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20804,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Believe,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7866,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Belzebong,Poland,Kielce,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=26519,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Berzano,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1601,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Besna,Slovakia,Bratislava,"post-black, post-metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=30020,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,2026 Pohoda feature + performance
Bestiality,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19944,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Bestiar,Poland,Gostyn,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4974,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
