Sheet,Key_Type,Key,Reason,Source_URL,Verified_Date
Beacons,name+city,Polish Doomer Music - Łódź Edition - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Gryf Events - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Bonnie Tyler - It's a Heartache / 07.12.2025 Łódź / Poland... - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Polskie Wydawnictwo Muzyczne - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,"Black Sugar - Time of the Darkness, Łódź, Poland... - YouTube||Łódź",Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,serbskiTV - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Karpiowy Wuja - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Pantera - Yesterday Don't Mean Shit Live at Metal Hammer…||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,I Went To The 'Ugliest' City In Poland 🇵🇱 - YouTube||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,"Anstehende Veranstaltungen in Lowicz, Poland | Bandsintown||Łódź",Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Spotkanie z Mikołajem w Porcie Łódź - codziennie do 23 grudnia…||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,This Must Be The Place Live in Łódź Foto Cafe 102 24042012 | Azbest||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Surroundings | THUS IT ENDS||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,2026 Entradas y programa de eventos para Klub Wytwórnia en Łódź...||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Zespół na wesele łódź śpiewa Tomek T. clip 3||Łódź,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Acoustic Set @The Venue Berlin hosted by Metal Hammer Germany||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Berling Berlin - Façade (Official Music Video) - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,"Metallica - Berlin, Germany 2026 - Full Live Show - Multicam…||Berlin",Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,musikatelier berlin | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Berlin (Official Music Video)||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Judas Priest - Rocka Rolla (club concert in Berlin) 31.05.2022…||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,AnnenMayKantereit & K.I.Z. - Hurra die Welt geht unter - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Peter Komma Der - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Ostgut Ton aus der Halle am Berghain (live) - Halle - ARTE Concert||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,videodrom berlin | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,berlin sound strike | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Rammstein - Mein Teil (Official 4K Video) - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Berlin At Night - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Reaction to Rammstein - Engel Live aus Berlin... - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Berlin lebt||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,"The Unforgiven: Berlin, Germany (53026) #metallica…||Berlin",Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Pop-Kultur Festival 2019 Berlin (Audiodeskription) - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,LIVE AUS Berlin - Die Heavy Hour bei Star.FM | Dokumentation…||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Berlin ist Kultur - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Rammstein - Deutschland (Official Video) - YouTube||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,onboard music berlin | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,disput berlin | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,berlintagundnacht | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Beacons,name+city,Nightmarer | Facebook||Berlin,Remove low-quality CityPass 0004 beacon,CityPass 0004 / 2026-09-23,2026-09-23
Peer Bands,name+city,Surroundings | THUS IT ENDS||Łódź,Remove low-quality CityPass 0004 peer,CityPass 0004 / 2026-09-23,2026-09-23
