Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Oktor,Poland,Warsaw,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2680,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Path of Destiny,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=22864,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Path of Golconda,Germany,Oberhausen,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2676,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Pathfinder,Poland,Poznan,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13537,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Patriarkh,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=31977,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Patrick Hemer,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12233,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Perpetual,Poland,Gdańsk,"groove metal, thrash",,,,,https://www.metal-archives.com/bands/Perpetual/3540445889,Active — Metal Archives record checked 2026-09-23,2026-09-23,Active,High,,,,Current record/addition verified in 2026.
Perversity,Slovakia,,death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11402,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Perzonal War,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5903,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Phantasma,Slovakia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9761,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Phantom 5,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23059,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Phantom Winter,Germany,Würzburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=31409,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Phareon,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8193,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Phobiatic,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10061,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Piece,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32555,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Pigeon Toe,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13108,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
