Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes,Decision,Decision_Reason,Verified_Source,Verified_Date,Verified_Country,Verified_Genre,Verified_Status,Confidence_New,Evidence
Above Aurora,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Abrogation,Germany,,"death, thrash metal",,,,,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 club listings,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/heavy-metal/germany/2026,2026-09-23,Germany,"death, thrash metal",Active,Medium,existing current source
Absorb,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Abstinenz,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Abstract Essence,Czechia,,progressive death metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,progressive death metal,,Low,no decisive current signal
Abstract Virus,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Abused Majesty,,Białystok,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Abysal,,Włocławek,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Access Denied,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Achsar,Slovakia,,"black, death, folk metal",,,,,https://www.burnfestopenair.sk/program/,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 Burn Fest lineup,KEEP,Band identity verified and there is current/active evidence,https://www.burnfestopenair.sk/program/,2026-09-23,Slovakia,"black, death, folk metal",Active,Medium,existing current source
Acid Drinkers,,Poznań,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Acid Force,Slovakia,Banská Bystrica,"speed metal, thrash",,,,,https://www.metalunderground.com/bands/country/Slovakia/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Slovakia/,2026-09-23,Slovakia,"speed metal, thrash",,Low,no decisive current signal
Acrybia,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Active Core,,Warsaw,"death, thrash metal",,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,"death, thrash metal",,Low,no decisive current signal
Ad Rem,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Aeon Winds,Slovakia,,atmospheric black metal,,,,,https://www.metalunderground.com/bands/country/Slovakia/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Slovakia/,2026-09-23,Slovakia,atmospheric black metal,,Low,no decisive current signal
Aeonsphere,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Afekth,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
After Evolution,Czechia,Zlín,heavy metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,heavy metal,,Low,no decisive current signal
Against Humanity,,,,,https://www.facebook.com/profile.php?id=61552787326799,,,https://www.facebook.com/profile.php?id=61552787326799,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/profile.php?id=61552787326799,2026-09-23,,,,Low,no decisive current signal
Ahumada Granujo,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Ahumado Granujo,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Al Sirat,,Ostrołęka,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Alacrity,,Warsaw,"crossover, death metal",,,,,https://www.metal-archives.com/,,2026-09-22,,,,,,Current record/addition verified in 2026.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metal-archives.com/,2026-09-23,,"crossover, death metal",,Low,no decisive current signal
Alaneq,,,,,https://www.youtube.com/@alaneq777,,,https://www.youtube.com/@alaneq777,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.youtube.com/@alaneq777,2026-09-23,,,,Low,no decisive current signal
Alazka,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Algetic,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Alkaloid,Germany,Erlangen,"progressive, technical death metal",,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,"progressive, technical death metal",,Low,no decisive current signal
All Will Know,Germany,Darmstadt,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Almanac,Germany,,"power metal, symphonic",,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,"power metal, symphonic",,Low,no decisive current signal
Alpha Tiger,Germany,Freiberg,"heavy, power metal",,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,"heavy, power metal",,Low,no decisive current signal
Alpinist,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Altars Ablaze,Czechia,Prague,black metal,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,black metal,,Low,no decisive current signal
Altmusic Wrocław,,Wrocław,,altmusic.wroclaw@gmail.com,,https://www.altmusic.wroclaw.pl/,,https://www.altmusic.wroclaw.pl/,,2026-09-22,,,,,,Placement 11.09 potwierdzony.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.altmusic.wroclaw.pl/,2026-09-23,,,,Low,no decisive current signal
Amazing Grave,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Amorphous,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Amplified Memory,Germany,Munich,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Analog,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Anchony,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Ancient Ceremony,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Ancient Gods,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Ancst,Germany,,"black metal, crust",,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,"black metal, crust",,Low,no decisive current signal
Andi Deris & The Bad Bankers,Germany,Karlsruhe,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Andsolis,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Angaschmaeng,Germany,Munich,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Angrrsth,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Anima,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Anima Damnata,,Wrocław,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Anime Torment,Czechia,,"death, metalcore",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 festival/tour listing,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026-09-23,Czechia,"death, metalcore",Active,Medium,existing current source
Animo Aeger,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Ann My Guard,Czechia,,"gothic metal, modern",,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,"gothic metal, modern",,Low,no decisive current signal
Annisokay,Germany,,metalcore,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,metalcore,,Low,no decisive current signal
Another Hero's Fall,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Anti Tank Nun,,Goleniów,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Antichrist,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Antigama,,Warsaw,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Antilles,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Antoniów Rock Fest 2026,,,,,https://www.facebook.com/antoniowrockfest/,,,https://www.facebook.com/antoniowrockfest/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/antoniowrockfest/,2026-09-23,,,,Low,no decisive current signal
Antyradio / Turbo Top,,Warszawa,,redakcja@antyradio.pl,,https://www.antyradio.pl/,,https://www.antyradio.pl/,,2026-09-22,,,,,,Dedupe Gmail: wielokrotne zgłoszenia Turbo Top w końcówce VIII 2026.,REMOVE,Entity name indicates event/media/venue/organisation rather than a band,https://www.antyradio.pl/,2026-09-23,,,,High,entity-type rule
Anyone's Daughter,Germany,,,,,,,https://www.metalunderground.com/bands/country/Germany/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Germany/,2026-09-23,Germany,,,Low,no decisive current signal
Aparath,Czechia,,"death metal, thrash",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-22,,High,,,Contact page/source needed,2026 festival/tour listing,KEEP,Band identity verified and there is current/active evidence,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026-09-23,Czechia,"death metal, thrash",Active,Medium,existing current source
Apostate,Czechia,,,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,,,Low,no decisive current signal
Arch of Hell,Czechia,,deathcore,,,,,https://www.metalunderground.com/bands/country/Czech-Republic/,Active — Metal Underground snapshot,2026-09-22,Active,Medium,,,Contact page/source needed,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Czech-Republic/,2026-09-23,Czechia,deathcore,,Low,no decisive current signal
Arkona,,,folk metal,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,folk metal,,Low,no decisive current signal
Armagedon,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Ars Magna Umbrae,,,,,,,,https://www.metalunderground.com/bands/country/Poland/,,2026-09-22,,,,,,Directory snapshot; refresh with social/contact research.,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.metalunderground.com/bands/country/Poland/,2026-09-23,Poland,,,Low,no decisive current signal
Arthur Samuel,,,,,https://www.facebook.com/ArthurSamuelOfficial/,,,https://www.facebook.com/ArthurSamuelOfficial/,,2026-09-22,,,,,,,REVIEW,No sufficiently reliable current activity signal after exact-name/source filtering,https://www.facebook.com/ArthurSamuelOfficial/,2026-09-23,,,,Low,no decisive current signal
