Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Chmura,Czechia,,"death metal, thrash",,,,,https://www.tourforger.com/concerts/metal/czech-republic/2026,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Christ Agony,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10567,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Cien,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19949,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Clawed Forehead,Czechia,Brno,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9238,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cloverfield,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13499,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Colp,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10153,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Colt,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18344,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Conscious Dysphoria,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10299,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Corruption,Poland,Warsaw,doom metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20113,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Corruption Of Blood,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14103,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Count De Breax,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14628,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,2026 Gothoom domestic-scene feature
Craving,Germany,Oldenburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9639,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Credic,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29874,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cremaster,Poland,Rzeszów,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1111,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Crematory,Germany,Mannheim,gothic metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=215,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cries Of Your Sins,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18151,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Crionics,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4824,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Cripper,Germany,Hannover,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13066,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Crom,Germany,Landshut,epic heavy metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11899,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cross Vault,Germany,Detmold,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23693,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Crosshead,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10588,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cruadalach,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=12113,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cruizzen,Germany,Bechtsrieth,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19418,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cryptic Brood,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20765,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cryptic Forest,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16731,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cryptic Tales,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8860,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Crypts,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28897,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Crystal Viper,Poland,Katowice,"heavy, power metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7033,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Crystallion,Germany,Siegsdorf,power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7237,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Ctulu,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10367,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cult of Fire,Czechia,,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17051,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cultes Des Ghoules,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10645,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Custard,Germany,Herne,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24784,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cutterred Flesh,Czechia,,brutal death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29601,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cycle Beating,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18803,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cypecore,Germany,Stuttgart,industrial metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18176,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cyrence,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20328,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Cytotoxin,Germany,,"brutal death metal, technical",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14242,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
D.A.M.N.,Germany,Braunschweig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7256,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dagger Threat,Germany,Hamburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29545,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Daily Insanity,Germany,Berlin,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29427,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Damnation,Poland,Sopot,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2187,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Damnation Defaced,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17720,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dante,Germany,Augsburg/Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=14909,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dark Age,Germany,Hamburg,melodic death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2502,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dark Fortress,Germany,Landshut,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=931,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dark Millennium,Germany,Bad Fredeburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29697,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dark Suns,Germany,Leipzig,progressive metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5638,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darkened Nocturn Slaughtercult,Germany,,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9092,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darkmoon Warrior,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17072,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darkness,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19054,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darkness Within,Germany,Munich,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1075,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darkseed,Germany,Munich,gothic metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=2215,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Darzamat,Poland,Katowice,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1109,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Davidian,Germany,"Plüderhausen, Baden-Württemberg",,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=7365,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dawn Ahead,Germany,Ginsheim-Gustavsburg,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28882,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dawn Of Disease,Germany,,death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10131,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dawn Of Winter,Germany,Ludwigsburg/Remseck,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6427,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
Dawn of Destiny,Germany,,symphonic power metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8343,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed,
