Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Profeci,Poland,Poznań,black metal,,,,,https://www.metal-archives.com/bands/Profeci/3540463965,Active — Metal Archives record checked 2026-09-23,2026-09-23,Active,High,,,,Current record/addition verified in 2026.
Progress Utopia,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11510,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Protector,Germany,Wolfsburg,thrash metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16657,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Provocation,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=6115,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Prowler,Germany,Leipzig,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20060,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Psychomantum,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10242,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Psychotic Violence,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19260,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Psychotron,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3566,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Pump,Germany,Stuttgart,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=3917,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Purgatory,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9987,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Purnama,Czechia,Liberec/Turnov region,"black, death metal",,,,,https://www.tourforger.com/lineup-band/2606-purnama,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 festival/tour listing
Purple Strain,Poland,,,,https://www.facebook.com/purplestrain,,,https://purplestrain.bandcamp.com/,2026 releases and 2026 live date verified,2026-09-23,Active,High
Pyre,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32261,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Quercus,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23118,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Quiet Confidence,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17488,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Rabenwolf,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=8307,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Radler,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=16795,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Rafcore,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17449,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Rage,Germany,Herne,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=1452,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Ragehammer,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=22761,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Raging Death,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=20338,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Rammstein,Germany,,industrial metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=700,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Rats Of Gomorrah,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32065,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Rauhbein,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=32064,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Ravager,Germany,Walsrode,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24224,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Ravendusk,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=5179,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Ravenfrost,Germany,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9519,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Ravenous Nemesis,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18702,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
