Name,Country,City,Genre,Email,Social,Website,Links,Source_URL,Activity,Research_Date,Status,Confidence,Contact_Type,Contact_Source,Outreach_Readiness,Notes
Mastabah,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15376,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Mastiphal,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=10504,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Materia,Poland,,"metalcore, nu metal",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17539,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Me And That Man,Poland,,"blues, dark rock",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24355,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Melther,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18609,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Mentor,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23677,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Meredith,Slovakia,,melodic metal,,,,,https://devel.basin.cz/en/c/news,2026 activity verified,2026-09-23,Active,High,,,Contact page/source needed,2026 Basinfirefest lineup
Merged In Abyss,Slovakia,Prešov,death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=29312,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Merkfolk,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=28436,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Mgła,Poland,Warsaw,black metal,,,,,https://app.chartmetric.com/,Current public footprint verified 2026-09-23,2026-09-23,Active,Medium,,,,Social footprint verified; add city/contact during next pass.
Mind Affliction,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=15272,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Misanthropic Rage,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23771,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Moanaa,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=23652,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Modern Age Dying,Slovakia,,deathcore,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=24445,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Modern Day Babylon,Czechia,,"djent, progressive",,,,,https://www.metalunderground.com/bands/details.cfm?bandid=11462,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Moonlight,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=4392,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Morbid Execution,Poland,Bytom,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=13523,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Mord'A'Stigmata,Poland,,black metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=19583,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Morgue Son,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=9100,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Mortally Infected,Slovakia,,death metal,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18615,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
Morthus,Poland,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=18605,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,,Directory snapshot; refresh with social/contact research.
Morthys,Czechia,,,,,,,https://www.metalunderground.com/bands/details.cfm?bandid=17315,Active — Metal Underground checked 2026-09-23,2026-09-23,Active,High,,,Contact page/source needed
